Gene.name;AIREdep
Mzt2;no
Zmynd12;no
Rnh1;no
Cmc4;no
Acvr2b;no
Slc43a1;no
2510039O18Rik;no
Kctd6;no
Nusap1;no
Sh3bp5l;no
Srsf5;no
Chrdl1;no
Thap3;no
Add3;no
Slc25a28;no
Slc25a44;no
Xxylt1;no
Atp7a;no
Uqcc2;no
Rps26;no
Rpa3;no
Nagk;no
Oat;no
Slc39a7;no
Shisa5;no
Nme2;no
Pole4;no
Bcl9l;no
Ddit4l;no
Gpr35;no
Chek1;no
Tmem126a;no
Adamts10;no
Epha5;no
Ric3;no
Scamp4;no
Eif4ebp3;no
Plk4;no
Anxa6;no
Tmem258;no
Gid8;no
Tnp2;no
Zfp687;no
Zfand4;no
Rab35;no
Rel;no
Ube2g1;no
Idi1;no
Cdk2ap2;no
Polh;no
Dscaml1;no
Rgma;no
Hspb3;no
Ago4;no
Bag3;no
Tbc1d22a;no
Katnb1;no
G6pc3;no
Smim13;no
Mfng;no
1700088E04Rik;no
Rtn4;no
Hmx2;no
Mrpl16;no
Ginm1;no
Syne4;no
2310022A10Rik;no
Kiz;no
Map9;no
Lrrc73;no
Cd63;no
Tmem186;no
Mul1;no
Cope;no
Hspb2;no
Atraid;no
Mark1;no
Bex2;no
Kif23;no
Tuba1c;no
Med28;no
Akap13;no
Adap1;no
Lyrm7;no
Kctd2;no
Sumo3;no
Pstk;no
Emc6;no
Tmtc3;no
Cpt1a;no
Pomk;no
Fam3a;no
Arfip1;no
Gm7879;no
Ankmy2;no
Slc25a27;no
Hps5;no
Pacs2;no
Armcx3;no
Snf8;no
Ndufs3;no
Sele;no
Pja1;no
Itga2;no
Dlg3;no
Trappc3;no
Serpina3a;no
Ska3;no
Eif4ebp1;no
Fbxo8;no
Msra;no
Fgfrl1;no
Fads1;no
Rbm43;no
Hccs;no
Vezt;no
Sod2;no
Msantd3;no
Auh;no
BC055324;no
Hoxa2;no
Ddrgk1;no
Dbndd1;no
Nacc2;no
Mfsd6l;no
Wdr83;no
Uqcrc2;no
Trp53bp2;no
Loxl3;no
Gmppa;no
Ezh1;no
Pspc1;no
Cd47;no
Msl3;no
Ndufb11b;no
Mxd1;no
Ndufb5;no
Zfp365;no
Cdan1;no
Afap1;no
Mrpl17;no
Lrrc8e;no
Irf1;no
Bub3;no
Fam98c;no
AU040320;no
Tmub2;no
Nagpa;no
Nhlrc2;no
Mrpl42;no
Sil1;no
Tmtc1;no
Fam110a;no
Dsc2;no
Cstb;no
Naa60;no
Onecut1;no
1500009L16Rik;no
Hmgb2;no
Katna1;no
Blzf1;no
Zswim3;no
Nsmaf;no
Pea15a;no
Lhpp;no
Cgrrf1;no
Snrpc;no
Cap1;no
Trim21;no
Mlec;no
Rab34;no
Dync2li1;no
Ncdn;no
Rhbdf1;no
Mef2d;no
Zmpste24;no
Apol7a;no
Lpcat1;no
Arrdc5;no
Cops8;no
Fsd1l;no
Timm17a;no
Flad1;no
Prrc2b;no
Mrps18b;no
Ccl19;no
Phf10;no
Fbxw4;no
Prkci;no
Dnajb1;no
Insig2;no
Lrrc49;no
Prkacb;no
Ect2;no
Mmd;no
Tmcc2;no
Smoc1;no
Poldip2;no
Pitpnm1;no
Emc10;no
Psmc1;no
Gtf3c6;no
Wnt2;no
Aph1a;no
Nr2c2ap;no
Lztr1;no
G2e3;no
Ss18l2;no
Adk;no
Rnpep;no
Acat3;no
Arpc5l;no
Olfr110;no
Sppl2b;no
Cox16;no
Adam10;no
Ndufc2;no
Memo1;no
Hsd3b7;no
Psmc5;no
Zfp609;no
Fig4;no
Ncstn;no
Cdkl2;no
Cux1;no
Rab4b;no
Hhat;no
Coa3;no
Ccm2;no
Stap2;no
Aar2;no
Lsp1;no
Phldb2;no
Gpaa1;no
Scly;no
Fbxl3;no
Serpinb7;no
Araf;no
Rfc5;no
Abhd17a;no
Kif1a;no
Txnrd1;no
4931406C07Rik;no
Cep78;no
Psmd13;no
Cnpy4;no
Eml3;no
Zfp598;no
Sdf4;no
Mapkapk2;no
Prepl;no
Ap4s1;no
Brms1l;no
Tmem183a;no
Tspan31;no
Txn1;no
Bora;no
Epn1;no
1810055G02Rik;no
Rmnd5a;no
Spin4;no
Ckap2l;no
Rab2a;no
Ndufaf6;no
Ier5;no
Fndc3b;no
Gnb2;no
Sdha;no
Ociad2;no
Ccdc93;no
Slc38a2;no
Acadvl;no
Tmem102;no
Aldh5a1;no
Pigb;no
Stim2;no
Ogfr;no
Rangap1;no
Dennd1a;no
Scarb2;no
Spty2d1;no
Vta1;no
Aen;no
Akr7a5;no
Chpf;no
Nup210l;no
Pnkp;no
Naa40;no
Tgfb1i1;no
Sv2a;no
Hibadh;no
Hectd2;no
Klhl12;no
Hjurp;no
Dlst;no
Plekhg3;no
Ulk2;no
Ankdd1b;no
Slc9b1;no
Gpr179;no
Mrps34;no
Fdx1;no
Tmbim6;no
Tjp3;no
Cnnm4;no
Tapbpl;no
Srr;no
Mroh6;no
Cib1;no
Commd8;no
Tango6;no
Fbxw11;no
Snx12;no
Tbcb;no
Shcbp1;no
Zcchc17;no
Nubpl;no
Ube2a;no
1190005I06Rik;no
Mad2l2;no
Ccbe1;no
Rfx6;no
Prkra;no
Dbnl;no
Mpv17l2;no
Fbxo5;no
Liph;no
Numbl;no
Tmed5;no
Plin2;no
Abhd13;no
Ap4b1;no
Tmem70;no
Ndufc1;no
Rpp25l;no
Ppp2r1b;no
Ttc32;no
Usp45;no
Mmachc;no
Tctn1;no
Fam98a;no
Mrpl46;no
Eci1;no
Emc3;no
Abtb1;no
2310011J03Rik;no
Ankrd13a;no
Gphb5;no
Nxt2;no
Apeh;no
Sccpdh;no
Camk2a;no
Mvb12b;no
Taf4b;no
Kif20b;no
Mtmr1;no
S100z;no
Brd2;no
Dcaf15;no
Olfr420;no
Batf;no
Ikzf4;no
Rrp36;no
Prpf38a;no
Tpk1;no
Fbxo17;no
Ubtd2;no
Clptm1l;no
Dram1;no
Grin3b;no
Tlr6;no
Hmgcr;no
Smyd3;no
Btf3l4;no
Lamtor1;no
Osbp2;no
Nip7;no
Zbtb10;no
Slc5a6;no
Bccip;no
Pik3ip1;no
Arl2bp;no
Suv39h2;no
Ch25h;no
Gm26920;no
Copz1;no
Fanca;no
Akirin1;no
Ppp1r11;no
Dgke;no
Scrn2;no
C1ra;no
Rnf10;no
Nmnat3;no
Acad11;no
Fbxl22;no
Fbxl15;no
Coro1b;no
Tarbp2;no
Vps36;no
Tcf7l1;no
Zfp94;no
Jkamp;no
Nr2c1;no
Hddc3;no
Stag3;no
Zyx;no
Mbd3;no
Unc45a;no
Ubd;no
Fam91a1;no
Rpusd3;no
Polr2a;no
Zc3hav1;no
Abhd11;no
Tmed7;no
Ptgs1;no
Sowahc;no
Dlc1;no
Pfkp;no
Cdh5;no
Trip13;no
Trappc13;no
Gnptab;no
Hyal2;no
Gba;no
Chil5;no
Acss3;no
Cbfb;no
Tmem203;no
Bicc1;no
Vtn;no
Clec4a1;no
Lrrc41;no
Gm527;no
Map2k2;no
Tbrg1;no
Gtf2a2;no
Foxo1;no
Nol12;no
Cemip;no
Stx11;no
Ivd;no
Ppargc1b;no
Frmd6;no
Rab6b;no
Vcam1;no
Nr1h2;no
Edf1;no
Etnk1;no
Cerk;no
Josd2;no
Ccdc25;no
Slc25a40;no
Azin1;no
Sall2;no
Tuba1b;no
Dpy19l3;no
Crb1;no
Aspscr1;no
Gpx4;no
Tbrg4;no
Qser1;no
Chmp5;no
Rab5a;no
Slc36a4;no
Wdr53;no
Cog4;no
Pdcd6;no
Hs1bp3;no
Snx17;no
Gpc4;no
Eya1;no
Litaf;no
Dtwd1;no
Ino80c;no
Mgat5;no
Brcc3;no
Mfap3l;no
Ndufaf2;no
Vps53;no
Dph6;no
Pcx;no
Mrpl35;no
Tysnd1;no
Gabarap;no
Commd2;no
R3hdm4;no
Dlx1;no
Tmco1;no
BC004004;no
Dhrs7b;no
Ajuba;no
Spag1;no
Hc;no
Syngap1;no
Dlg4;no
Akt1s1;no
Ngdn;no
Pcgf3;no
Psma6;no
Iqcc;no
Vps54;no
Morn2;no
F13a1;no
Trp53rka;no
Letm1;no
Sgta;no
Spred1;no
Arvcf;no
Pdlim7;no
Arpc3;no
Rpl15;no
P2ry14;no
Cep85l;no
Armcx5;no
Ppm1k;no
Dimt1;no
Ufm1;no
Kcnq2;no
Zfand1;no
Dbn1;no
Helz2;no
Nqo2;no
Gskip;no
Rufy1;no
Txn2;no
Cyb5r3;no
Pck2;no
Mbd6;no
Dnpep;no
Pde6g;no
Tmco6;no
Mrpl39;no
Ctdsp1;no
Vps37b;no
Commd7;no
Tmed9;no
Dot1l;no
Prkcz;no
Rap2c;no
Yipf2;no
Ypel2;no
Tc2n;no
Dock5;no
Scd2;no
Dpep3;no
Myo1g;no
Dbf4;no
Cep128;no
Edc3;no
Lipt2;no
Ppp1r15b;no
Leprotl1;no
Deaf1;no
Rnf167;no
Nrbp1;no
Ufc1;no
Kcnk2;no
Hdac10;no
Ptk2;no
Rnf146;no
Timmdc1;no
Ppcs;no
Comt;no
Ddah2;no
Arl6ip5;no
Pla2g15;no
Fkbp8;no
Tm2d2;no
Vps37c;no
C4b;no
Cdkn2d;no
Coq4;no
Mettl6;no
Slc8a1;no
Arfgap1;no
Cutc;no
Sipa1l3;no
Rgs5;no
Arl13a;no
Agfg1;no
Cdk5rap3;no
Tmco3;no
Ifngr1;no
Tmem63a;no
Sat1;no
Gm20683;no
Clp1;no
Aldh18a1;no
Slc30a7;no
Ostc;no
Lamtor3;no
Cdpf1;no
Nprl2;no
Pp2d1;no
Atp6v1a;no
Rad9b;no
Ppp1r9a;no
Med24;no
Plekhf2;no
Sbk1;no
Rab43;no
Arl6ip4;no
Eif2d;no
Eif4e3;no
Rfxap;no
Zbtb43;no
1600012H06Rik;no
Clcn2;no
Slk;no
Foxg1;no
Grxcr2;no
Slc10a3;no
Bcar3;no
Acot6;no
Naglu;no
Myl9;no
Ctsf;no
Chst8;no
Magoh;no
Mrps31;no
Atp13a2;no
Heatr3;no
Snx4;no
Rrp12;no
Zxdc;no
Irf3;no
Fdft1;no
Scnm1;no
Commd1b;no
Casd1;no
Gprin3;no
Dmrt2;no
Tesk1;no
Rchy1;no
Mepce;no
Csf1;no
Tcerg1l;no
Acot11;no
Parp6;no
Slbp;no
Manba;no
Pcsk9;no
Ubl4a;no
Ticrr;no
Ccpg1;no
Chd1l;no
Nsdhl;no
Tcf19;no
Nav2;no
Ide;no
Ube2d1;no
Nif3l1;no
Tubb1;no
Grk6;no
Emc4;no
Srsf6;no
Nin;no
Psmd8;no
Psmb4;no
Rps19bp1;no
Utp23;no
Slc20a2;no
Itch;no
Mphosph6;no
Usp20;no
Uhrf1bp1;no
Brox;no
Ppp2cb;no
Sec11a;no
Mpg;no
Scap;no
Pigx;no
Urb2;no
Mgat1;no
Dnlz;no
Strn3;no
Nucb2;no
Mark2;no
Ino80b;no
Itpa;no
Wasl;no
Tmem129;no
Edem1;no
Tomm40l;no
Pex2;no
Tmem87b;no
Drap1;no
Mrpl28;no
Tprkb;no
Hdac1;no
Golt1b;no
Sec23a;no
Galk1;no
Gadd45a;no
Ywhaq;no
Gpsm2;no
Rcbtb1;no
Tctn3;no
1700018B08Rik;no
Uri1;no
Mthfsd;no
Mrps33;no
Psmd7;no
Sbk2;no
Npbwr1;no
Phf13;no
Mex3c;no
Glt8d1;no
Aurkb;no
Tmem245;no
Atp6v0c;no
Ncoa4;no
Asxl3;no
Arhgef7;no
Strip1;no
Ppfia3;no
N6amt1;no
Ccdc126;no
Stx5a;no
Yipf3;no
Irak1bp1;no
Idh3g;no
Ubac1;no
Kctd20;no
Cog6;no
Suclg2;no
Nudt1;no
Lrrc14;no
Mrpl40;no
St8sia2;no
Zdhhc5;no
Vma21;no
Zfyve19;no
Bud31;no
Shroom1;no
Zcchc24;no
Alkbh7;no
Nfkbib;no
Gsr;no
Tm9sf3;no
Col9a2;no
Kcnrg;no
Klf13;no
Ube2m;no
Casp9;no
Arpp19;no
Gga1;no
Znhit1;no
Tyms;no
Gas8;no
Tmem143;no
Dact1;no
Eif2b1;no
Taf11;no
Rab20;no
Utrn;no
Map4k3;no
Wwox;no
Myo1c;no
Nelfe;no
Tmem185b;no
Twf1;no
Sbds;no
Mbtd1;no
Nrbp2;no
Mkrn1;no
Dlk2;no
Pknox2;no
Chuk;no
Tnfrsf18;no
Polr3d;no
Arl2;no
Akap7;no
Usp53;no
Crk;no
Nnt;no
Zfp607b;no
Nme7;no
Sde2;no
Hectd3;no
Bmp3;no
Hmgn5;no
Tmco4;no
Ubxn1;no
Tcl1b2;no
Aktip;no
Ctnnbip1;no
Adat2;no
Mospd3;no
Bri3;no
4931428F04Rik;no
Ctu1;no
Tead3;no
Cd79b;no
Sel1l;no
Gjb2;no
Metap2;no
A430005L14Rik;no
Chrng;no
Flt3l;no
Ppp1r26;no
Sugp1;no
Qdpr;no
Hmg20b;no
Acap3;no
Gnpnat1;no
Rplp1;no
Mcee;no
Alkbh4;no
Sh3kbp1;no
Ripk1;no
Mettl15;no
Maged2;no
Wdr26;no
Cmtm3;no
Skil;no
Cant1;no
Pnpt1;no
Exd2;no
Btbd6;no
Cd302;no
Uevld;no
Med21;no
Clpp;no
Carns1;no
Glipr2;no
Btbd10;no
Surf6;no
Poli;no
Galnt11;no
Nans;no
Psme2;no
Atg2a;no
Tas2r115;no
Cdkl5;no
Chrna9;no
Ngly1;no
Scn4b;no
Slc8a2;no
Plxna4;no
0610010K14Rik;no
Pcmtd2;no
Slc25a11;no
Saysd1;no
Pmf1;no
Dhrs4;no
Trim32;no
Wdr62;no
Synrg;no
Amn1;no
Mylip;no
Tomm22;no
Cul5;no
Tma16;no
Abca8b;no
Nabp1;no
Tmc6;no
Slc3a2;no
Ddost;no
Slc35a2;no
Eny2;no
Tmed4;no
Phtf1;no
Suds3;no
Dis3l;no
Exoc6b;no
Il7;no
Tradd;no
Ppic;no
Hspbp1;no
Kdm6b;no
Nek7;no
Ssna1;no
Rnf2;no
Gtse1;no
Arhgef16;no
Arl15;no
Pigf;no
Pigl;no
Slc39a10;no
Rac1;no
Rpusd1;no
Fam220a;no
Galk2;no
Ostf1;no
Csrp1;no
Ppm1g;no
Bcl2l12;no
Fbxw5;no
Tor2a;no
Cenpt;no
Ppil1;no
Pcsk7;no
Pde7b;no
Gnptg;no
Rps6ka3;no
Eri2;no
Atg3;no
Elmod2;no
Pgm3;no
Git1;no
Txnrd2;no
Stx18;no
Helq;no
Tshz2;no
Nup93;no
Sfr1;no
Zfp131;no
Fbxo47;no
Mff;no
Mcts1;no
Efcab2;no
Lsm1;no
Ttc26;no
Arhgef2;no
Ube2o;no
Lenep;no
Ankrd28;no
Eif2ak4;no
Trim26;no
Polr3h;no
Phf5a;no
Exosc4;no
Arhgap11a;no
St6galnac4;no
Mrps15;no
Rragd;no
Ptger4;no
Zfp334;no
Sntb2;no
Ccnc;no
Ap3s2;no
Uqcc1;no
Bmp7;no
Ankrd6;no
Nup37;no
Eva1b;no
Zfp326;no
Zfp422;no
Tmem126b;no
Lrp8;no
Slc25a31;no
Gadd45g;no
Lcmt1;no
Sipa1;no
Scn8a;no
Scamp3;no
C9orf72;no
Gm3839;no
Hspe1-rs1;no
Tipin;no
Mrpl24;no
Psmb7;no
Ddx59;no
Wdr13;no
Znhit3;no
Qpct;no
Upk1a;no
Rnls;no
4930430F08Rik;no
Fbxo28;no
Pomt1;no
Kcnip3;no
Rfc3;no
Sirt7;no
Fam89b;no
Pcna;no
Dcaf7;no
Zc3h12d;no
Grid1;no
Rhno1;no
Capza2;no
Zfp593;no
Cpt2;no
1700029I15Rik;no
Srgn;no
Nlgn1;no
Chic2;no
Frs2;no
Cnih1;no
Reep5;no
Terf1;no
Arhgef5;no
Krt222;no
Ska1;no
Stk10;no
Bub1;no
Saal1;no
Exoc6;no
Tbpl1;no
Tdrd1;no
Fam20b;no
Bcl11a;no
Fbxo4;no
Ppp6c;no
Bcl3;no
Ift27;no
Dlgap3;no
Pin1;no
Atp11c;no
Il4i1;no
Arrdc3;no
Gtf2h2;no
Ypel4;no
Hoxd4;no
Vps33b;no
Ebf2;no
Unc79;no
Mrps10;no
Tbc1d10b;no
Tmem30b;no
Vps39;no
Adam21;no
Shq1;no
Cpped1;no
Dffa;no
Sae1;no
Asf1b;no
Gm49358;no
Alas2;no
Fkbp3;no
Herc3;no
Fam161a;no
Hspb6;no
Dqx1;no
Mis18a;no
Rpl37a;no
Erich1;no
Nr2f6;no
Ldb1;no
Fkbp1b;no
Snx21;no
Mpnd;no
Trappc9;no
Olfr1446;no
Jak2;no
Mat2b;no
Cwc27;no
Mcl1;no
Olfr659;no
Frg1;no
Armc7;no
Mrps25;no
Commd5;no
1110004F10Rik;no
Dock7;no
Adap2;no
Prdx2;no
Bola2;no
Plb1;no
Tnf;no
Ebag9;no
Rab10;no
Gtf2h5;no
Sesn3;no
Pag1;no
Atxn7l2;no
Camkmt;no
Fes;no
Dctn2;no
Tgfbrap1;no
Dpy30;no
Art1;no
Dctn3;no
Col25a1;no
Wnt4;no
Nkapl;no
Morc2b;no
Osbpl6;no
Ammecr1;no
Tecr;no
Cdk7;no
Ip6k2;no
Plekhm1;no
Esam;no
Srd5a3;no
Tmem243;no
Cdc34;no
Prdx4;no
Ninj1;no
Snrpd3;no
Peli2;no
Sft2d3;no
Ppp2r5a;no
Pex19;no
Apex1;no
Mrps17;no
Dynll2;no
Foxp2;no
Fkbpl;no
Abhd17b;no
Ndufaf5;no
Hmgcl;no
Klhdc2;no
Abhd16a;no
Gpr19;no
Ndfip1;no
Tfeb;no
Hoxc5;no
Cpne3;no
Retsat;no
Kin;no
Hnrnpab;no
Mdm2;no
Sirt2;no
N4bp3;no
Slc27a1;no
Dzank1;no
Cdc27;no
Unc80;no
Sf3b5;no
Mtfr1l;no
Slc7a5;no
Top2a;no
Tal2;no
Mios;no
Hmga1b;no
Fabp5;no
9130401M01Rik;no
Ctnna2;no
Hps3;no
Akr1e1;no
Srsf9;no
Prpf31;no
4921524J17Rik;no
Pappa;no
Nid2;no
Dnajb5;no
B3gat3;no
Daxx;no
Tex9;no
Ppan;no
Tom1l2;no
Tcea2;no
Kctd10;no
Clptm1;no
Ttc33;no
Katnbl1;no
Hnrnph1;no
Fzd10;no
Gmnn;no
Sh3gl1;no
Ankfy1;no
Taf1a;no
Cdk16;no
Mboat1;no
Arf1;no
Cops5;no
Agtrap;no
Cep55;no
6430571L13Rik;no
Pptc7;no
Ubash3a;no
Adamts14;no
Spag7;no
Mrps23;no
Vps4b;no
Zfp78;no
Vps45;no
Sc5d;no
Eif4a1;no
Copg2;no
Gpc3;no
Rest;no
Pip5kl1;no
Efs;no
Ticam1;no
Mrpl50;no
Acp2;no
Zfpm2;no
Uckl1;no
Ctps;no
Mier3;no
Cox10;no
Gm7102;no
Csl;no
Yrdc;no
Prmt3;no
Trp53rka;no
Nop10;no
Anapc10;no
Dnajb11;no
Eef1aknmt;no
Fam117b;no
Rpl10a;no
Phlpp2;no
Tbk1;no
Nt5c;no
Evi5;no
Tmem161a;no
1700029J07Rik;no
Eif1ad;no
Ttc7b;no
Cdh4;no
2310030G06Rik;no
Maff;no
Cdadc1;no
Zfyve1;no
Rnf41;no
Coa6;no
Med25;no
Slc6a6;no
Ak2;no
Fem1a;no
Pex12;no
Wdr35;no
Sub1;no
Mrps6;no
Nudcd2;no
Gusb;no
Abhd14a;no
Dag1;no
Nup188;no
Dph7;no
Tmem167;no
Derl2;no
Lrig2;no
Arhgef10;no
Dhfr;no
Tbc1d31;no
Pick1;no
Rp2;no
Ftsj1;no
Becn1;no
Ptprt;no
Prmt9;no
Pmvk;no
Prkar1a;no
Kti12;no
Kdm2b;no
Gtf3c4;no
1700066M21Rik;no
Eif2b4;no
Rpl27;no
Arpc5;no
Polr2l;no
Edem2;no
Kifc5b;no
Irf9;no
Gnl1;no
Cox18;no
Zfp36;no
Tmem11;no
Dusp11;no
Jmjd4;no
Ibtk;no
Sdc3;no
Msantd2;no
Snrnp40;no
Idh3a;no
Spryd4;no
Cdipt;no
Cbx3;no
Spata5;no
Tmem8b;no
Stx4a;no
Rnaseh1;no
Parp10;no
Cabp4;no
Tas2r115;no
Arfgap2;no
Pop7;no
Srprb;no
Ppp2r3c;no
Stub1;no
Txnl1;no
Rrm2;no
Map3k10;no
Sec62;no
Pef1;no
Klhl15;no
Etv3;no
Drp2;no
Timm17b;no
Zfp78;no
Tmem68;no
Tigd3;no
Pigk;no
Esd;no
Sowahd;no
Rbm15b;no
Zfp740;no
Lyzl4;no
Siva1;no
Cd93;no
Ank3;no
Arf5;no
Unc5c;no
Rpgrip1;no
Zcchc14;no
Arhgef33;no
Rab1a;no
Actr1a;no
Ndufv1;no
Cript;no
Stmn3;no
Akt1;no
Cntnap2;no
Ces2a;no
Unc50;no
Vmo1;no
Smurf2;no
Mtmr6;no
Tspan13;no
Tspyl1;no
Cox4i1;no
Aldh9a1;no
Tor1aip2;no
Zfp513;no
Dnaja2;no
Psmg2;no
Cers5;no
Ppp2r1a;no
Strn4;no
Wipf3;no
Tmem184c;no
Foxo3;no
Pdss1;no
Xpr1;no
Brca2;no
Hmces;no
Grina;no
Slc25a22;no
Cln5;no
Zfp61;no
Mrps16;no
Lin54;no
Snrpe;no
Supt7l;no
Gm3839;no
D030056L22Rik;no
Entpd7;no
Sec63;no
Cwc25;no
Edem3;no
Bloc1s6;no
Cnksr1;no
Ddx11;no
Sh2b1;no
Cd81;no
Fbxl5;no
Actr3;no
Doc2a;no
Zdhhc4;no
Mvp;no
Nav1;no
Lemd3;no
Asah1;no
Sptan1;no
Tpst2;no
Lsm3;no
Snx2;no
Msl1;no
Commd6;no
Gtpbp6;no
Lrch4;no
Ndufa10;no
Cpne9;no
Ankrd46;no
Arhgap28;no
Rgl2;no
Pex14;no
Smyd2;no
Mthfd2;no
Eif4e;no
Coq9;no
Necap1;no
Cald1;no
Nup205;no
Chchd5;no
Stt3a;no
Pdlim5;no
Arrdc1;no
Eif1;no
Mapk14;no
Klhl22;no
Lztfl1;no
Psmd4;no
Otub1;no
Zcchc3;no
Slc10a7;no
Timm23;no
Mrps22;no
Kif21b;no
Sharpin;no
Cast;no
Ing4;no
Tmem67;no
Kifap3;no
Pbxip1;no
Stk3;no
Cyp4f17;no
Gstp1;no
Abcg1;no
Tm2d1;no
Gpatch2l;no
Mstn;no
Acbd3;no
Txndc11;no
Ogfod2;no
Bmpr1a;no
Napg;no
Atf4;no
Msto1;no
Xrcc6;no
Ndufv2;no
Fahd1;no
Cyb5d2;no
Srsf3;no
Cd84;no
Csnk1g2;no
Simc1;no
Aup1;no
Cpne8;no
Plxnc1;no
Pop4;no
Lin37;no
H2-Ke6;no
D630003M21Rik;no
Myo1h;no
Tbc1d32;no
Gps1;no
Trpm3;no
Cdc25c;no
Ctsk;no
Havcr2;no
Sos1;no
Tnk2;no
Mrps18a;no
Nt5c2;no
Clcn7;no
Rasgef1b;no
Serinc1;no
Kctd3;no
Bmp6;no
Map4k1;no
Aoc1;no
Esco2;no
Ensa;no
Rnf138;no
Tbcc;no
Dnttip1;no
Gpx8;no
Mtmr11;no
Ipp;no
Mterf2;no
Gstz1;no
Kdelr3;no
Kifc2;no
Tti2;no
Fra10ac1;no
Ubiad1;no
Rsrp1;no
Hnrnph2;no
Rap1b;no
Spopl;no
4921507P07Rik;no
Tefm;no
Fbxw21;no
Pdk3;no
Ssbp1;no
Plekha1;no
Nat1;no
Cenpi;no
Wsb2;no
Nostrin;no
Gpm6a;no
Bcas2;no
Gemin7;no
Glyr1;no
Cchcr1;no
Arl5b;no
Eapp;no
Gatad2a;no
Prss16;no
Aagab;no
Cmc1;no
Ift57;no
Plekha8;no
Zfp30;no
Dcun1d5;no
Meaf6;no
Spc24;no
Med29;no
Fam163a;no
Kif2c;no
Mrpl2;no
Tox;no
Fundc2;no
Uros;no
Rabggtb;no
1810013L24Rik;no
Nkx2-4;no
Mfsd10;no
Orc6;no
Rbx1;no
Ccndbp1;no
Bag5;no
Ndufb4;no
Rabep2;no
Plrg1;no
Rrad;no
Slc25a16;no
Eci3;no
Aak1;no
Zfp219;no
Vdr;no
Tmem30a;no
Gxylt2;no
Sema4b;no
Gmip;no
Nt5dc1;no
Ddx41;no
Grb7;no
Atp13a1;no
Cisd2;no
Rinl;no
Sh3yl1;no
Taf1c;no
Zfp607b;no
Nudcd3;no
Toe1;no
Ppm1b;no
Coil;no
Rai1;no
Dtl;no
Flot1;no
Samd8;no
Fitm2;no
Sgsh;no
Haao;no
Orc5;no
Arfip2;no
Mkx;no
Dazap2;no
Poc1a;no
Cep164;no
Gcc1;no
Dnaaf2;no
Fastk;no
Mcts1;no
Fbxo22;no
Rwdd2a;no
Dedd;no
Triqk;no
Iqgap3;no
Sigmar1;no
Zbtb22;no
Trmt2b;no
Sit1;no
Fkbp1a;no
Stam;no
Med22;no
Pigo;no
Wdr11;no
Kremen1;no
Nbr1;no
Lsm6;no
Sms;no
Psmc2;no
Psmb1;no
Panx1;no
Ssmem1;no
Exosc1;no
Cdc123;no
Jun;no
Mtx1;no
Atp6v1d;no
Gadd45gip1;no
Hibch;no
Mrps2;no
Tbccd1;no
Surf1;no
Tufm;no
Arih2;no
Zdhhc16;no
Fam83g;no
Tlk1;no
1110032A03Rik;no
B3galt6;no
Prkcsh;no
Mbd1;no
Arhgef38;no
Esrp2;no
Brpf3;no
Ncln;no
Park7;no
Urb1;no
Gins2;no
Ccz1;no
Gja1;no
Ercc1;no
Cblb;no
Hspa13;no
Zfpl1;no
Rab3a;no
Clcc1;no
Saraf;no
Commd9;no
Ndufa7;no
Ahsa1;no
Mettl3;no
Zfp786;no
Tfpt;no
Ppme1;no
Phactr2;no
Fbxo33;no
Zcchc8;no
Clasrp;no
Cdc37l1;no
Snrk;no
Olfml3;no
Slc35d3;no
Actr1b;no
Phf23;no
Tomm6;no
Mfsd1;no
Kif20a;no
Paqr7;no
Glb1l;no
Mfsd11;no
Kcnj11;no
Cox17;no
Trim41;no
BC003965;no
Dcun1d4;no
Telo2;no
Sh3bgrl3;no
Atad1;no
Lysmd1;no
1600014C10Rik;no
Mbip;no
Ube3c;no
Ptprj;no
Vipas39;no
Nosip;no
Ercc2;no
Sumf2;no
Trabd;no
Nup43;no
Tspan5;no
Trappc6b;no
Ubxn6;no
Plod1;no
Usp18;no
Fitm1;no
Snai3;no
Acsl4;no
2410004B18Rik;no
Acy1;no
Bmi1;no
Cnppd1;no
Fat3;no
Gm20716;no
Aass;no
Dbr1;no
Ccdc117;no
Dph3;no
Zwilch;no
Fem1a;no
Utp18;no
S100a1;no
Myo18a;no
Nrn1;no
Exo5;no
Specc1;no
Nfe2l2;no
Pkd2l2;no
Tbc1d9b;no
Gar1;no
Mmaa;no
Tmem259;no
Mapk8;no
Igfals;no
Aida;no
Fkbp14;no
Tpp1;no
Fbxo3;no
Fam83b;no
Fkbp10;no
Hspa2;no
Pde6d;no
Dnajb2;no
Tsr3;no
Rmnd5b;no
Slc4a2;no
Coq6;no
Gm12184;no
Eif2b2;no
Ttc17;no
Siah1b;no
Mcoln1;no
Ube3b;no
Ing3;no
Nmd3;no
Wdr45b;no
Etfdh;no
Maf1;no
Vapa;no
Ppa2;no
Rabac1;no
Hdac6;no
Pigq;no
Zfp280c;no
Tmppe;no
Hhip;no
Lig1;no
Mnt;no
Cdon;no
Atp6v1h;no
Arv1;no
Thumpd3;no
Erp44;no
Coasy;no
Ccdc88b;no
Tenm2;no
Slc9a6;no
Nasp;no
Tmem214;no
Ccs;no
Trim27;no
Cdc42;no
Ecsit;no
Plin3;no
Slc38a6;no
Rrs1;no
Gpn1;no
Kif3b;no
Klf10;no
